iter	Passed	Remaining
1494	199395	1134352
1495	199536	1134264
1496	199665	1134103
1497	199789	1133916
1498	199927	1133812
1499	200058	1133663
1500	200184	1133491
1501	200311	1133321
1502	200444	1133187
1503	200580	1133066
1504	200710	1132913
1505	200844	1132785
1506	200973	1132628
1507	201105	1132483
1508	201238	1132352
1509	201355	1132122
1510	201496	1132035
1511	201633	1131922
1512	201762	1131764
1513	201894	1131625
1514	202031	1131508
1515	202161	1131359
1516	202291	1131208
1517	202424	1131069
1518	202562	1130965
1519	202696	1130831
1520	202831	1130706
1521	202958	1130540
1522	203086	1130378
1523	203219	1130239
1524	203356	1130129
1525	203500	1130054
1526	203638	1129944
1527	203771	1129812
1528	203900	1129653
1529	204027	1129487
1530	204154	1129317
1531	204287	1129180
1532	204430	1129101
1533	204562	1128959
1534	204701	1128858
1535	204831	1128705
1536	204968	1128593
1537	205097	1128437
1538	205231	1128309
1539	205368	1128191
1540	205509	1128103
1541	205640	1127956
1542	205765	1127774
1543	205894	1127621
1544	206029	1127496
1545	206159	1127343
1546	206296	1127229
1547	206439	1127151
1548	206570	1127004
1549	206714	1126927
1550	206848	1126800
1551	206995	1126741
1552	207122	1126568
1553	207258	1126452
1554	207408	1126406
1555	207542	1126280
1556	207670	1126117
1557	207810	1126016
1558	207950	1125922
1559	208083	1125785
1560	208220	1125669
1561	208348	1125507
1562	208489	1125417
1563	208626	1125299
1564	208746	1125096
1565	208880	1124968
1566	209014	1124837
1567	209155	1124746
1568	209288	1124608
1569	209428	1124508
1570	209555	1124342
1571	209692	1124226
1572	209826	1124098
1573	209957	1123951
1574	210086	1123796
1575	210227	1123701
1576	210356	1123547
1577	210489	1123411
1578	210622	1123276
1579	210769	1123214
1580	210901	1123074
1581	211029	1122911
1582	211160	1122763
1583	211309	1122713
1584	211448	1122612
1585	211582	1122483
1586	211722	1122383
1587	211852	1122232
1588	211987	1122107
1589	212128	1122012
1590	212267	1121911
1591	212398	1121763
1592	212540	1121673
1593	212672	1121534
1594	212806	1121404
1595	212948	1121315
1596	213079	1121168
1597	213222	1121083
1598	213351	1120931
1599	213482	1120781
1600	213615	1120648
1601	213746	1120502
1602	213877	1120356
1603	214006	1120200
1604	214134	1120036
1605	214267	1119898
1606	214399	1119761
1607	214532	1119626
1608	214677	1119550
1609	214817	1119452
1610	214967	1119403
1611	215094	1119238
1612	215228	1119108
1613	215360	1118969
1614	215489	1118811
1615	215624	1118684
1616	215759	1118560
1617	215898	1118455
1618	216029	1118309
1619	216157	1118148
1620	216297	1118047
1621	216435	1117939
1622	216570	1117813
1623	216695	1117637
1624	216837	1117547
1625	216955	1117332
1626	217081	1117162
1627	217223	1117074
1628	217362	1116968
1629	217501	1116862
1630	217625	1116680
1631	217753	1116519
1632	217880	1116355
1633	218013	1116219
1634	218140	1116052
1635	218264	1115871
1636	218396	1115728
1637	218520	1115549
1638	218655	1115424
1639	218781	1115252
1640	218909	1115093
1641	219034	1114914
1642	219163	1114758
1643	219296	1114625
1644	219434	1114516
1645	219564	1114361
1646	219694	1114211
1647	219829	1114088
1648	219960	1113943
1649	220087	1113777
1650	220228	1113683
1651	220358	1113530
1652	220504	1113460
1653	220628	1113278
1654	220775	1113214
1655	220910	1113092
1656	221041	1112944
1657	221176	1112820
1658	221306	1112668
1659	221438	1112526
1660	221580	1112435
1661	221720	1112338
1662	221851	1112193
1663	221978	1112026
1664	222115	1111912
1665	222254	1111806
1666	222386	1111663
1667	222521	1111539
1668	222652	1111393
1669	222780	1111235
1670	222909	1111077
1671	223037	1110917
1672	223152	1110695
1673	223283	1110546
1674	223408	1110373
1675	223535	1110207
1676	223661	1110037
1677	223790	1109881
1678	223926	1109761
1679	224070	1109680
1680	224207	1109567
1681	224337	1109415
1682	224468	1109273
1683	224598	1109121
1684	224730	1108983
1685	224859	1108826
1686	224989	1108675
1687	225118	1108523
1688	225250	1108379
1689	225381	1108236
1690	225514	1108100
1691	225644	1107951
1692	225783	1107844
1693	225927	1107765
1694	226059	1107622
1695	226188	1107472
1696	226316	1107309
1697	226454	1107198
1698	226582	1107039
1699	226718	1106917
1700	226846	1106759
1701	226975	1106607
1702	227101	1106438
1703	227231	1106284
1704	227368	1106169
1705	227500	1106032
1706	227637	1105914
1707	227766	1105761
1708	227896	1105612
1709	228025	1105455
1710	228151	1105289
1711	228289	1105177
1712	228428	1105068
1713	228558	1104923
1714	228688	1104774
1715	228821	1104638
1716	228954	1104499
1717	229094	1104401
1718	229227	1104267
1719	229361	1104137
1720	229503	1104042
1721	229626	1103862
1722	229763	1103743
1723	229892	1103588
1724	230031	1103482
1725	230160	1103328
1726	230292	1103191
1727	230424	1103048
1728	230554	1102903
1729	230692	1102788
1730	230819	1102628
1731	230958	1102520
1732	231098	1102418
1733	231231	1102281
1734	231359	1102124
1735	231497	1102015
1736	231629	1101874
1737	231760	1101728
1738	231898	1101618
1739	232024	1101450
1740	232152	1101292
1741	232282	1101141
1742	232415	1101007
1743	232543	1100846
1744	232676	1100714
1745	232803	1100551
1746	232940	1100435
1747	233069	1100281
1748	233201	1100139
1749	233334	1100003
1750	233477	1099919
1751	233610	1099783
1752	233743	1099648
1753	233869	1099482
1754	233991	1099292
1755	234123	1099154
1756	234255	1099016
1757	234385	1098863
1758	234513	1098704
1759	234641	1098548
1760	234771	1098401
1761	234888	1098191
1762	235020	1098051
1763	235161	1097952
1764	235285	1097778
1765	235422	1097659
1766	235557	1097533
1767	235683	1097366
1768	235812	1097214
1769	235954	1097121
1770	236081	1096958
1771	236212	1096815
1772	236349	1096700
1773	236476	1096537
1774	236610	1096407
1775	236742	1096264
1776	236875	1096133
1777	237004	1095980
1778	237137	1095844
1779	237273	1095724
1780	237404	1095578
1781	237546	1095487
1782	237679	1095350
1783	237819	1095247
1784	237947	1095092
1785	238089	1094999
1786	238218	1094847
1787	238353	1094720
1788	238477	1094545
1789	238620	1094453
1790	238760	1094354
1791	238888	1094193
1792	239020	1094054
1793	239154	1093924
1794	239283	1093772
1795	239421	1093659
1796	239544	1093482
1797	239667	1093300
1798	239796	1093144
1799	239925	1092994
1800	240070	1092913
1801	240196	1092748
1802	240330	1092618
1803	240474	1092534
1804	240612	1092421
1805	240754	1092328
1806	240881	1092164
1807	241018	1092047
1808	241162	1091963
1809	241288	1091799
1810	241418	1091647
1811	241553	1091521
1812	241686	1091386
1813	241811	1091219
1814	241948	1091102
1815	242072	1090926
1816	242200	1090769
1817	242337	1090649
1818	242479	1090556
1819	242616	1090443
1820	242757	1090341
1821	242896	1090234
1822	243022	1090067
1823	243146	1089893
1824	243276	1089747
1825	243404	1089588
1826	243542	1089476
1827	243677	1089350
1828	243809	1089212
1829	243941	1089070
1830	244081	1088970
1831	244218	1088850
1832	244348	1088702
1833	244480	1088566
1834	244617	1088447
1835	244754	1088332
1836	244885	1088188
1837	245021	1088064
1838	245157	1087944
1839	245275	1087744
1840	245406	1087598
1841	245540	1087467
1842	245650	1087235
1843	245781	1087091
1844	245929	1087020
1845	246061	1086880
1846	246205	1086796
1847	246334	1086642
1848	246466	1086506
1849	246588	1086321
1850	246728	1086218
1851	246862	1086088
1852	246996	1085958
1853	247116	1085767
1854	247244	1085611
1855	247390	1085534
1856	247519	1085382
1857	247646	1085218
1858	247777	1085078
1859	247916	1084969
1860	248056	1084863
1861	248191	1084737
1862	248324	1084601
1863	248476	1084550
1864	248609	1084418
1865	248748	1084310
1866	248883	1084180
1867	249010	1084023
1868	249138	1083867
1869	249276	1083754
1870	249411	1083626
1871	249546	1083503
1872	249679	1083366
1873	249827	1083295
1874	249961	1083166
1875	250100	1083059
1876	250236	1082937
1877	250363	1082776
1878	250498	1082647
1879	250636	1082535
1880	250766	1082389
1881	250899	1082255
1882	251032	1082121
1883	251161	1081966
1884	251300	1081860
1885	251426	1081692
1886	251554	1081539
1887	251683	1081386
1888	251795	1081159
1889	251916	1080973
1890	252047	1080833
1891	252180	1080696
1892	252312	1080557
1893	252441	1080407
1894	252568	1080247
1895	252713	1080163
1896	252862	1080098
1897	252988	1079932
1898	253121	1079797
1899	253262	1079698
1900	253410	1079628
1901	253545	1079499
1902	253650	1079247
1903	253783	1079114
1904	253917	1078981
1905	254047	1078833
1906	254180	1078703
1907	254319	1078590
1908	254446	1078433
1909	254575	1078280
1910	254710	1078156
1911	254835	1077987
1912	254967	1077847
1913	255097	1077701
1914	255234	1077580
1915	255363	1077432
1916	255493	1077282
1917	255626	1077150
1918	255771	1077064
1919	255899	1076911
1920	256032	1076774
1921	256172	1076669
1922	256306	1076539
1923	256436	1076392
1924	256573	1076276
1925	256699	1076110
1926	256827	1075957
1927	256958	1075813
1928	257091	1075680
1929	257223	1075540
1930	257364	1075441
1931	257495	1075295
1932	257621	1075131
1933	257761	1075026
1934	257888	1074867
1935	258022	1074739
1936	258157	1074610
1937	258307	1074546
1938	258442	1074423
1939	258574	1074285
1940	258701	1074123
1941	258832	1073981
1942	258959	1073822
1943	259079	1073634
1944	259211	1073496
1945	259337	1073333
1946	259454	1073132
1947	259591	1073015
1948	259712	1072831
1949	259842	1072682
1950	259974	1072544
1951	260102	1072388
1952	260235	1072256
1953	260370	1072128
1954	260510	1072024
1955	260654	1071936
1956	260793	1071823
1957	260917	1071653
1958	261058	1071551
1959	261184	1071387
1960	261320	1071266
1961	261444	1071095
1962	261585	1070995
1963	261718	1070860
1964	261847	1070710
1965	261981	1070579
1966	262109	1070424
1967	262242	1070291
1968	262361	1070099
1969	262498	1069981
1970	262627	1069830
1971	262751	1069661
1972	262878	1069501
1973	263007	1069351
1974	263144	1069233
1975	263286	1069136
1976	263418	1068998
1977	263548	1068852
1978	263680	1068712
1979	263807	1068555
1980	263940	1068421
1981	264071	1068277
1982	264210	1068167
1983	264351	1068066
1984	264480	1067915
1985	264609	1067762
1986	264741	1067628
1987	264874	1067491
1988	265005	1067348
1989	265133	1067194
1990	265264	1067052
1991	265395	1066910
1992	265534	1066802
1993	265665	1066659
1994	265791	1066497
1995	265937	1066416
1996	266079	1066315
1997	266231	1066259
1998	266373	1066161
1999	266502	1066009
2000	266641	1065900
2001	266781	1065792
2002	266912	1065650
2003	267044	1065514
2004	267172	1065358
2005	267309	1065239
2006	267436	1065083
2007	267576	1064977
2008	267665	1064666
2009	267810	1064581
2010	267950	1064473
2011	268060	1064248
2012	268188	1064094
2013	268325	1063976
2014	268446	1063794
2015	268570	1063625
2016	268701	1063484
2017	268831	1063335
2018	268973	1063239
2019	269104	1063097
2020	269237	1062959
2021	269372	1062835
2022	269514	1062737
2023	269646	1062598
2024	269792	1062516
2025	269928	1062395
2026	270057	1062245
2027	270193	1062119
2028	270330	1062004
2029	270470	1061894
2030	270599	1061746
2031	270722	1061574
2032	270849	1061416
2033	270986	1061296
2034	271113	1061138
2035	271240	1060982
2036	271388	1060908
2037	271512	1060737
2038	271642	1060590
2039	271767	1060427
2040	271899	1060288
2041	272031	1060150
2042	272159	1059997
2043	272289	1059849
2044	272429	1059742
2045	272556	1059586
2046	272691	1059460
2047	272819	1059308
2048	272943	1059139
2049	273073	1058993
2050	273209	1058871
2051	273330	1058688
2052	273469	1058577
2053	273597	1058426
2054	273732	1058300
2055	273875	1058203
2056	274015	1058096
2057	274142	1057939
2058	274271	1057789
2059	274393	1057613
2060	274522	1057465
2061	274647	1057300
2062	274769	1057124
2063	274899	1056979
2064	275041	1056879
2065	275185	1056785
2066	275327	1056687
2067	275457	1056540
2068	275593	1056418
2069	275729	1056298
2070	275860	1056153
2071	275994	1056025
2072	276127	1055890
2073	276258	1055749
2074	276397	1055639
2075	276533	1055515
2076	276663	1055370
2077	276786	1055198
2078	276916	1055055
2079	277039	1054880
2080	277170	1054741
2081	277304	1054609
2082	277437	1054476
2083	277572	1054347
2084	277706	1054219
2085	277837	1054078
2086	277974	1053959
2087	278103	1053808
2088	278232	1053662
2089	278365	1053527
2090	278498	1053393
2091	278633	1053266
2092	278761	1053112
2093	278884	1052942
2094	279020	1052821
2095	279154	1052688
2096	279281	1052532
2097	279411	1052387
2098	279547	1052266
2099	279684	1052146
2100	279819	1052021
2101	279949	1051875
2102	280086	1051755
2103	280215	1051605
2104	280344	1051456
2105	280470	1051298
2106	280609	1051187
2107	280735	1051026
2108	280864	1050876
2109	280998	1050747
2110	281126	1050596
2111	281260	1050466
2112	281393	1050330
2113	281521	1050178
2114	281646	1050014
2115	281781	1049890
2116	281911	1049745
2117	282035	1049576
2118	282166	1049436
2119	282317	1049369
2120	282447	1049225
2121	282580	1049090
2122	282706	1048930
2123	282839	1048796
2124	282983	1048703
2125	283107	1048536
2126	283241	1048407
2127	283368	1048251
2128	283490	1048077
2129	283623	1047941
2130	283762	1047831
2131	283892	1047684
2132	284018	1047526
2133	284144	1047367
2134	284280	1047243
2135	284422	1047143
2136	284553	1047001
2137	284674	1046823
2138	284807	1046692
2139	284935	1046540
2140	285082	1046455
2141	285213	1046316
2142	285352	1046203
2143	285458	1045971
2144	285594	1045847
2145	285725	1045707
2146	285855	1045561
2147	285987	1045425
2148	286120	1045292
2149	286250	1045146
2150	286383	1045013
2151	286512	1044864
2152	286640	1044712
2153	286776	1044590
2154	286909	1044457
2155	287054	1044368
2156	287200	1044280
2157	287333	1044147
2158	287463	1044003
2159	287587	1043834
2160	287723	1043712
2161	287851	1043562
2162	287975	1043396
2163	288107	1043258
2164	288237	1043114
2165	288368	1042971
2166	288509	1042866
2167	288641	1042729
2168	288780	1042619
2169	288921	1042513
2170	289034	1042309
2171	289169	1042183
2172	289302	1042048
2173	289441	1041937
2174	289568	1041779
2175	289692	1041616
2176	289826	1041484
2177	289968	1041384
2178	290109	1041277
2179	290243	1041150
2180	290378	1041020
2181	290507	1040874
2182	290641	1040743
2183	290769	1040593
2184	290898	1040443
2185	291046	1040363
2186	291174	1040214
2187	291306	1040077
2188	291440	1039946
2189	291577	1039826
2190	291715	1039709
2191	291842	1039556
2192	291971	1039406
2193	292102	1039266
2194	292228	1039110
2195	292370	1039005
2196	292504	1038877
2197	292644	1038767
2198	292773	1038621
2199	292897	1038453
2200	293030	1038320
2201	293165	1038195
2202	293302	1038074
2203	293438	1037952
2204	293569	1037811
2205	293710	1037704
2206	293842	1037569
2207	293973	1037429
2208	294098	1037264
2209	294230	1037129
2210	294366	1037006
2211	294496	1036863
2212	294627	1036719
2213	294762	1036595
2214	294889	1036439
2215	295015	1036282
2216	295148	1036147
2217	295270	1035974
2218	295378	1035755
2219	295509	1035615
2220	295647	1035498
2221	295777	1035353
2222	295909	1035218
2223	296035	1035059
2224	296158	1034889
2225	296292	1034762
2226	296430	1034645
2227	296565	1034517
2228	296699	1034386
2229	296847	1034306
2230	296980	1034174
2231	297112	1034037
2232	297244	1033901
2233	297386	1033797
2234	297511	1033635
2235	297641	1033493
2236	297774	1033357
2237	297905	1033217
2238	298048	1033120
2239	298173	1032958
2240	298311	1032841
2241	298447	1032717
2242	298577	1032575
2243	298707	1032431
2244	298841	1032300
2245	298970	1032153
2246	299109	1032039
2247	299241	1031902
2248	299370	1031757
2249	299501	1031616
2250	299646	1031525
2251	299772	1031365
2252	299907	1031241
2253	300046	1031126
2254	300187	1031020
2255	300325	1030903
2256	300463	1030786
2257	300597	1030658
2258	300723	1030501
2259	300846	1030332
2260	300981	1030206
2261	301113	1030068
2262	301253	1029960
2263	301395	1029855
2264	301518	1029689
2265	301640	1029518
2266	301775	1029390
2267	301905	1029247
2268	302037	1029111
2269	302163	1028954
2270	302293	1028811
2271	302418	1028649
2272	302561	1028549
2273	302692	1028407
2274	302828	1028284
2275	302961	1028153
2276	303098	1028031
2277	303236	1027914
2278	303368	1027777
2279	303503	1027652
2280	303637	1027522
2281	303764	1027367
2282	303899	1027241
2283	304029	1027097
2284	304161	1026962
2285	304292	1026820
2286	304425	1026686
2287	304555	1026542
2288	304688	1026411
2289	304807	1026228
2290	304934	1026074
2291	305062	1025924
2292	305196	1025795
2293	305320	1025631
2294	305453	1025499
2295	305584	1025359
2296	305715	1025219
2297	305845	1025073
2298	305990	1024981
2299	306113	1024814
2300	306241	1024664
2301	306376	1024538
2302	306502	1024382
2303	306637	1024253
2304	306762	1024095
2305	306895	1023959
2306	307035	1023850
2307	307167	1023715
2308	307299	1023577
2309	307426	1023423
2310	307564	1023308
2311	307689	1023146
2312	307818	1022999
2313	307943	1022839
2314	308075	1022703
2315	308215	1022592
2316	308347	1022456
2317	308478	1022317
2318	308599	1022144
2319	308737	1022028
2320	308871	1021897
2321	309016	1021802
2322	309146	1021661
2323	309275	1021513
2324	309382	1021294
2325	309512	1021153
2326	309643	1021011
2327	309767	1020849
2328	309902	1020723
2329	310028	1020565
2330	310157	1020421
2331	310285	1020270
2332	310415	1020126
2333	310541	1019969
2334	310669	1019819
2335	310808	1019707
2336	310937	1019559
2337	311073	1019436
2338	311206	1019305
2339	311346	1019194
2340	311481	1019067
2341	311605	1018904
2342	311747	1018800
2343	311889	1018698
2344	312024	1018569
2345	312156	1018434
2346	312290	1018303
2347	312422	1018165
2348	312557	1018039
2349	312690	1017906
2350	312825	1017781
2351	312958	1017648
2352	313086	1017498
2353	313223	1017377
2354	313361	1017259
2355	313498	1017140
2356	313643	1017046
2357	313773	1016904
2358	313914	1016795
2359	314043	1016650
2360	314183	1016538
2361	314315	1016402
2362	314449	1016270
2363	314576	1016119
2364	314712	1015995
2365	314843	1015856
2366	314978	1015728
2367	315119	1015622
2368	315250	1015483
2369	315378	1015331
2370	315526	1015246
2371	315657	1015107
2372	315794	1014987
2373	315918	1014825
2374	316048	1014683
2375	316181	1014549
2376	316305	1014387
2377	316444	1014272
2378	316571	1014120
2379	316701	1013978
2380	316837	1013852
2381	316971	1013722
2382	317104	1013590
2383	317234	1013447
2384	317368	1013315
2385	317498	1013172
2386	317631	1013040
2387	317766	1012912
2388	317897	1012773
2389	318034	1012655
2390	318171	1012533
2391	318305	1012403
2392	318438	1012269
2393	318568	1012126
2394	318696	1011976
2395	318829	1011844
2396	318955	1011690
2397	319088	1011554
2398	319222	1011425
2399	319349	1011272
2400	319485	1011149
2401	319615	1011006
2402	319731	1010819
2403	319872	1010713
2404	320005	1010577
2405	320142	1010458
2406	320274	1010321
2407	320400	1010166
2408	320542	1010062
2409	320674	1009926
2410	320806	1009789
2411	320934	1009639
2412	321076	1009533
2413	321216	1009424
2414	321350	1009292
2415	321482	1009157
2416	321608	1009002
2417	321741	1008867
2418	321869	1008720
2419	322012	1008617
2420	322133	1008447
2421	322263	1008305
2422	322393	1008160
2423	322516	1007996
2424	322658	1007893
2425	322790	1007754
2426	322918	1007605
2427	323044	1007450
2428	323185	1007344
2429	323320	1007216
2430	323450	1007073
2431	323575	1006916
2432	323722	1006827
2433	323850	1006675
2434	323984	1006546
2435	324113	1006401
2436	324257	1006303
2437	324386	1006157
2438	324512	1006000
2439	324642	1005858
2440	324775	1005727
2441	324896	1005556
2442	325024	1005407
2443	325157	1005275
2444	325295	1005156
2445	325426	1005016
2446	325553	1004866
2447	325674	1004696
2448	325805	1004555
2449	325940	1004429
2450	326082	1004324
2451	326216	1004192
2452	326355	1004077
2453	326492	1003956
2454	326624	1003821
2455	326749	1003662
2456	326885	1003539
2457	327013	1003390
2458	327148	1003263
2459	327269	1003094
2460	327406	1002973
2461	327549	1002870
2462	327686	1002751
2463	327813	1002598
2464	327955	1002491
2465	328087	1002357
2466	328214	1002206
2467	328350	1002082
2468	328488	1001963
2469	328624	1001839
2470	328751	1001686
2471	328890	1001573
2472	329023	1001439
2473	329152	1001293
2474	329288	1001169
2475	329424	1001044
2476	329566	1000940
2477	329693	1000789
2478	329826	1000655
2479	329956	1000514
2480	330080	1000354
2481	330208	1000205
2482	330350	1000098
2483	330481	999958
2484	330619	999839
2485	330747	999694
2486	330884	999572
2487	331012	999423
2488	331133	999255
2489	331274	999146
2490	331399	998987
2491	331535	998864
2492	331672	998741
2493	331802	998600
2494	331931	998454
2495	332071	998341
2496	332195	998183
2497	332324	998038
2498	332452	997888
2499	332593	997780
2500	332730	997659
2501	332855	997503
2502	332978	997340
2503	333120	997232
2504	333255	997104
2505	333386	996967
2506	333517	996826
2507	333657	996715
2508	333789	996577
2509	333916	996429
2510	334056	996317
2511	334187	996176
2512	334321	996047
2513	334457	995921
2514	334588	995782
2515	334705	995601
2516	334838	995469
2517	334976	995351
2518	335106	995210
2519	335245	995095
2520	335385	994980
2521	335509	994822
2522	335656	994730
2523	335799	994624
2524	335941	994520
2525	336065	994359
2526	336197	994223
2527	336323	994069
2528	336448	993912
2529	336585	993792
2530	336717	993654
2531	336844	993504
2532	336977	993370
2533	337100	993209
2534	337240	993096
2535	337383	992991
2536	337529	992898
2537	337670	992787
2538	337806	992665
2539	337935	992517
2540	338069	992387
2541	338189	992218
2542	338318	992073
2543	338445	991921
2544	338573	991774
2545	338704	991634
2546	338840	991510
2547	338974	991381
2548	339105	991241
2549	339233	991094
2550	339360	990942
2551	339497	990821
2552	339629	990685
2553	339763	990555
2554	339893	990414
2555	340028	990286
2556	340171	990182
2557	340308	990061
2558	340438	989918
2559	340563	989763
2560	340701	989645
2561	340829	989497
2562	340949	989326
2563	341091	989218
2564	341220	989072
2565	341364	988972
2566	341500	988847
2567	341638	988729
2568	341776	988610
2569	341898	988446
2570	342032	988314
2571	342171	988200
2572	342308	988078
2573	342439	987938
2574	342573	987808
2575	342701	987660
2576	342832	987521
2577	342967	987396
2578	343109	987288
2579	343245	987162
2580	343376	987024
2581	343511	986896
2582	343638	986747
2583	343768	986604
2584	343903	986476
2585	344030	986326
2586	344163	986192
2587	344292	986049
2588	344435	985944
2589	344578	985839
2590	344717	985724
2591	344865	985633
2592	345002	985513
2593	345152	985428
2594	345276	985267
2595	345426	985183
2596	345577	985101
2597	345704	984950
2598	345842	984831
2599	345984	984726
2600	346135	984644
2601	346262	984493
2602	346403	984383
2603	346552	984293
2604	346687	984166
2605	346819	984030
2606	346960	983919
2607	347082	983756
2608	347216	983623
2609	347348	983487
2610	347475	983339
2611	347612	983216
2612	347737	983061
2613	347868	982921
2614	348004	982797
2615	348136	982659
2616	348264	982512
2617	348403	982396
2618	348537	982265
2619	348661	982108
2620	348806	982008
2621	348943	981884
2622	349066	981725
2623	349191	981569
2624	349324	981434
2625	349471	981340
2626	349603	981206
2627	349734	981067
2628	349866	980931
2629	350004	980810
2630	350128	980652
2631	350269	980540
2632	350407	980423
2633	350553	980324
2634	350689	980199
2635	350826	980078
2636	350954	979930
2637	351084	979788
2638	351211	979638
2639	351346	979511
2640	351484	979391
2641	351609	979237
2642	351738	979092
2643	351871	978959
2644	352015	978855
2645	352146	978716
2646	352289	978611
2647	352422	978476
2648	352548	978324
2649	352681	978191
2650	352827	978095
2651	352950	977934
2652	353080	977791
2653	353218	977673
2654	353352	977541
2655	353476	977385
2656	353610	977252
2657	353741	977113
2658	353868	976964
2659	353992	976806
2660	354126	976674
2661	354256	976533
2662	354387	976394
2663	354525	976274
2664	354658	976141
2665	354784	975990
2666	354926	975881
2667	355070	975778
2668	355199	975633
2669	355331	975498
2670	355471	975382
2671	355615	975281
2672	355747	975144
2673	355892	975045
2674	356022	974901
2675	356159	974781
2676	356291	974645
2677	356447	974572
2678	356582	974446
2679	356686	974234
2680	356822	974109
2681	356955	973975
2682	357090	973848
2683	357245	973772
2684	357385	973659
2685	357512	973508
2686	357646	973378
2687	357780	973248
2688	357923	973141
2689	358055	973006
2690	358203	972912
2691	358337	972781
2692	358452	972600
2693	358580	972454
2694	358707	972304
2695	358833	972149
2696	358976	972043
2697	359105	971899
2698	359243	971779
2699	359377	971651
2700	359512	971522
2701	359663	971436
2702	359798	971310
2703	359941	971204
2704	360069	971056
2705	360214	970956
2706	360357	970847
2707	360495	970729
2708	360641	970630
2709	360782	970518
2710	360914	970381
2711	361035	970215
2712	361178	970110
2713	361298	969940
2714	361441	969833
2715	361579	969715
2716	361725	969615
2717	361860	969488
2718	362009	969396
2719	362137	969250
2720	362271	969119
2721	362418	969023
2722	362570	968939
2723	362710	968825
2724	362845	968698
2725	362985	968583
2726	363119	968452
2727	363259	968336
2728	363396	968213
2729	363528	968077
2730	363675	967982
2731	363816	967870
2732	363963	967773
2733	364089	967621
2734	364232	967512
2735	364375	967407
2736	364519	967302
2737	364648	967156
2738	364791	967050
2739	364942	966964
2740	365083	966852
2741	365216	966717
2742	365347	966578
2743	365480	966446
2744	365615	966315
2745	365755	966203
2746	365889	966069
2747	366014	965916
2748	366145	965775
2749	366283	965656
2750	366414	965517
2751	366540	965364
2752	366673	965232
2753	366813	965115
2754	366945	964978
2755	367089	964874
2756	367221	964740
2757	367353	964602
2758	367494	964489
2759	367628	964357
2760	367766	964238
2761	367903	964116
2762	368044	964001
2763	368167	963842
2764	368308	963728
2765	368442	963598
2766	368584	963488
2767	368709	963333
2768	368850	963221
2769	368995	963119
2770	369127	962980
2771	369267	962867
2772	369405	962745
2773	369550	962642
2774	369687	962518
2775	369817	962378
2776	369950	962244
2777	370088	962123
2778	370222	961991
2779	370362	961876
2780	370508	961777
2781	370646	961654
2782	370789	961548
2783	370916	961398
2784	371052	961272
2785	371180	961125
2786	371320	961011
2787	371448	960862
2788	371576	960715
2789	371701	960561
2790	371830	960416
2791	371956	960265
2792	372074	960094
2793	372205	959955
2794	372343	959832
2795	372480	959711
2796	372619	959591
2797	372747	959443
2798	372876	959300
2799	373018	959191
2800	373153	959060
2801	373283	958921
2802	373416	958785
2803	373546	958644
2804	373681	958515
2805	373803	958354
2806	373945	958242
2807	374073	958097
2808	374206	957963
2809	374334	957817
2810	374463	957673
2811	374599	957547
2812	374723	957390
2813	374848	957235
2814	374979	957097
2815	375107	956950
2816	375244	956826
2817	375375	956687
2818	375503	956542
2819	375629	956390
2820	375741	956201
2821	375864	956044
2822	375997	955911
2823	376121	955753
2824	376256	955624
2825	376387	955486
2826	376515	955340
2827	376652	955216
2828	376778	955063
2829	376905	954917
2830	377038	954781
2831	377168	954640
2832	377302	954510
2833	377433	954372
2834	377565	954235
2835	377703	954113
2836	377835	953977
2837	377970	953850
2838	378107	953726
2839	378236	953581
2840	378372	953456
2841	378517	953353
2842	378644	953203
2843	378777	953070
2844	378912	952942
2845	379046	952809
2846	379176	952669
2847	379316	952553
2848	379448	952417
2849	379579	952278
2850	379709	952138
2851	379842	952004
2852	379983	951889
2853	380118	951760
2854	380245	951613
2855	380371	951462
2856	380497	951311
2857	380625	951164
2858	380757	951028
2859	380889	950892
2860	381028	950773
2861	381155	950625
2862	381283	950479
2863	381420	950354
2864	381551	950217
2865	381689	950095
2866	381832	949986
2867	381962	949844
2868	382098	949718
2869	382224	949569
2870	382344	949403
2871	382465	949237
2872	382586	949075
2873	382734	948978
2874	382866	948842
2875	383003	948719
2876	383145	948607
2877	383287	948496
2878	383430	948387
2879	383557	948238
2880	383691	948107
2881	383815	947951
2882	383980	947898
2883	384104	947742
2884	384231	947593
2885	384358	947445
2886	384486	947297
2887	384611	947145
2888	384744	947012
2889	384872	946865
2890	384994	946706
2891	385128	946575
2892	385262	946444
2893	385391	946300
2894	385520	946156
2895	385663	946048
2896	385790	945898
2897	385915	945745
2898	386050	945617
2899	386200	945525
2900	386324	945368
2901	386460	945244
2902	386593	945109
2903	386712	944941
2904	386856	944836
2905	387002	944733
2906	387134	944597
2907	387269	944467
2908	387400	944331
2909	387533	944196
2910	387662	944053
2911	387806	943945
2912	387932	943795
2913	388055	943639
2914	388197	943525
2915	388333	943398
2916	388462	943257
2917	388594	943121
2918	388737	943010
